Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX5797724	32720906	27119829	8040	536941	0	0	0	0	12177	0	0	0	0	3598769	1375739	69411	82.88226799099021						SRX5797724_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32720906.0	0.0	20-101	35.0	7.64121963771342	98.77787204302962	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	33015241	15244313	33015241	3334539341	77632329	3221189488	3.399265727841356	0.2055	0.2156	0.5789		
SRX5797725	22351701	19489111	16855	553946	0	0	0	0	12062	0	0	0	0	1359104	868799	51824	87.19296576130829						SRX5797725_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22351701.0	0.0	20-101	34.0	10.359182105605305	97.6372885446168	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	22585856	8360335	22585856	2281171456	18017665	2243397292	1.655910777799948	0.1673	0.329	0.5037		
SRX5797726	27234585	23722144	5261	656177	0	0	0	0	15787	0	0	0	0	1732879	1041220	61117	87.10301258491731						SRX5797726_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27234585.0	0.0	20-101	35.0	9.072209823727198	97.69756682541704	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	27497608	12695625	27497608	2777258408	68689703	2678868977	3.5426819022884386	0.1688	0.3163	0.5149		
SRX5797727	36146127	31014900	6782	875678	0	0	0	0	20255	0	0	0	0	2772651	1381063	74798	85.80421354686216						SRX5797727_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36146127.0	0.0	20-101	34.0	7.945395367564652	97.76627271851282	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	36475238	16804750	36475238	3683999038	86603501	3557898779	3.4229178047901545	0.1552	0.3249	0.5199		
SRX5806783	34125557	28676870	5631	577291	0	0	0	0	16617	0	0	0	0	3428472	1351806	68870	84.03341226049439						SRX5806783_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34125557.0	0.0	20-101	34.0	8.023550715078157	98.67836835600954	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	34303844	13344727	34303844	3464688244	3339331	3419784759	1.2960324807798205	0.1995	0.1884	0.6121		
SRX5806784	31846804	26652645	8168	545352	0	0	0	0	14255	0	0	0	0	3236851	1323540	65993	83.69017186151552						SRX5806784_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31846804.0	0.0	20-101	35.0	7.59829470901901	99.01149327260596	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	31967000	15313527	31967000	3228667000	22938109	3162029273	2.0639392975491124	0.2186	0.1679	0.6135		
SRX5806785	27494679	23186696	14423	486966	0	0	0	0	12163	0	0	0	0	2711590	1026467	56374	84.33157557504126						SRX5806785_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27494679.0	0.0	20-101	35.0	8.361414923719844	99.02934826043978	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	27601428	10728149	27601428	2787744228	2966772	2751404047	1.3035694105291498	0.2085	0.1988	0.5927		
SRX5806786	29422232	24339007	4521	580750	0	0	0	0	17234	0	0	0	0	3169934	1256003	54783	82.72318361163083						SRX5806786_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29422232.0	0.0	20-101	34.0	9.438703599608395	98.5157692319196	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	29547562	14114856	29547562	2984303762	25922631	2917238519	2.2472659738583274	0.1556	0.3549	0.4894		
SRX5806787	28027589	23384015	3005	582312	0	0	0	0	14388	0	0	0	0	2876542	1114948	52379	83.43213181840223						SRX5806787_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28027589.0	0.0	20-101	35.0	8.321355985545017	99.05180713189422	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	28165734	10869693	28165734	2844739134	2831722	2808465507	1.275112595262663	0.169	0.347	0.484		
SRX5806788	28656999	23704993	9020	542593	0	0	0	0	17305	0	0	0	0	3143169	1185146	54773	82.71973279546823						SRX5806788_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28656999.0	0.0	20-101	35.0	8.040621976210799	99.01049185226968	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	28772552	11186530	28772552	2906027752	2923301	2867631460	1.3212637757356145	0.1547	0.3672	0.4781		
SRX6877996	3459423	865453	696207	176807	0	0	0	0	0	0	0	0	0	1634412	84300	2244	25.017264439763508						SRX6877996_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3459423.0	0.0	20-75	43.0	35.59229360039966	40.29683158145159	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	6316844	6056869	6316844	473763300	1187216	168781182	64.3743654267859			0.2372	0.5709	0.1919
SRX6877997	3620963	796396	774155	244824	0	0	0	0	0	0	0	0	0	1718434	85277	1877	21.99403860243808						SRX6877997_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3620963.0	0.0	20-75	44.0	33.75092433605407	41.22518954211905	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17083472	16795937	17083472	1281260400	2114197	184685559	85.58563434880216			0.1935	0.6187	0.1878
SRX6877998	5174980	199709	291103	3527488	0	0	0	0	0	0	0	0	0	1130942	25456	282	3.8591260256078286						SRX6877998_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5174980.0	0.0	20-77	50.0	19.76099019479853	30.34617022674484	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	10195753	10126538	10195753	778758196	1915769	222116614	71.4781025559826			0.24	0.596	0.164
SRX6877999	8645841	858579	2266501	3295299	0	0	0	0	0	0	0	0	0	2061153	162139	2170	9.930543483277104						SRX6877999_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8645841.0	0.0	20-78	46.0	16.481532052563537	38.94412099412885	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11772042	11466021	11772042	910870638	1170621	385461950	57.68203146317688			0.2622	0.4396	0.2982
SRX6878000	4536831	462570	947668	1928964	0	0	0	0	0	0	0	0	0	1134297	62350	982	10.195883426118362						SRX6878000_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4536831.0	0.0	20-78	46.0	19.42781380946319	34.447028333213204	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8040728	7934487	8040728	621731967	650463	205371736	66.96780173762563			0.2299	0.4894	0.2808
SRX6878001	42791439	624058	510430	39981004	0	0	0	0	0	0	0	0	0	1624033	49862	2052	1.4583711475559398						SRX6878001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42791439.0	0.0	20-77	45.0	7.210130368186057	45.83625009666069	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	54478195	53421340	54478195	4155968665	11110160	2126774413	48.82602386031224			0.3623	0.5652	0.0725
SRX6878002	78466863	485188	244000	76580633	0	0	0	0	0	0	0	0	0	1136116	19983	943	0.6183349014475066						SRX6878002_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	78466863.0	0.0	20-77	48.0	6.1507742973675	37.36541067023413	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	115009847	113485776	115009847	8776154445	51194236	3229334072	63.203313111247326			0.3918	0.3743	0.2339
SRX6878003	21411737	284948	261615	20467788	0	0	0	0	0	0	0	0	0	383298	13196	892	1.3308028209014524						SRX6878003_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21411737.0	0.0	20-77	50.0	13.378431754187398	32.73334171814272	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	110756562	110022121	110756562	8482153848	126210282	1625594181	80.83512501505385			0.1478	0.7971	0.0551
SRX6878004	29102777	191740	58976	28313094	0	0	0	0	0	0	0	0	0	528745	9917	305	0.6588374710770728						SRX6878004_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29102777.0	0.0	20-77	50.0	4.355883731665129	33.294338818594525	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	50839416	50583687	50839416	3892071886	5830800	1193349437	69.33896721454337			0.0745	0.8085	0.117
SRX6878005	7315166	91350	47779	6802317	0	0	0	0	0	0	0	0	0	370994	2596	130	1.2487754891686669						SRX6878005_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7315166.0	0.0	20-77	50.0	27.00354342345993	31.725384495717527	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	29554488	29353253	29554488	2268499854	9357739	483712279	78.67699756968995			0.2393	0.5897	0.1709
SRX6878006	37133835	454983	145526	35349892	0	0	0	0	0	0	0	0	0	1146430	35799	1205	1.2252518491558977						SRX6878006_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37133835.0	0.0	20-77	49.0	7.886298363231319	33.25597741251341	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	49914107	49428040	49914107	3812437055	14537285	1387922532	63.594873515885496			0.1579	0.6711	0.1711
SRX6878007	24745401	215115	261915	23105586	0	0	0	0	0	0	0	0	0	1154552	7870	363	0.869313049321771						SRX6878007_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24745401.0	0.0	20-77	49.0	22.499364515264872	34.47632236794223	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	56958617	56319393	56958617	4365678148	13169825	1250792279	71.34941613657408			0.1641	0.6641	0.1719
SRX6878008	7235670	1064281	1749572	230385	0	0	0	0	0	0	0	0	0	4124933	65245	1254	14.70881065609681						SRX6878008_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7235670.0	0.0	20-75	49.0	17.065549904051224	37.98571106753072	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	13669177	13505308	13669177	1025188275	7825688	350167104	65.84362964939294			0.3583	0.4372	0.2045
SRX6878009	32988459	369333	158481	31312965	0	0	0	0	0	0	0	0	0	1139507	7433	740	1.1195824576104023						SRX6878009_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32988459.0	0.0	20-77	48.0	32.09409386030255	33.88159004335425	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	123479263	122477166	123479263	9438357278	20424778	2053763102	78.24024836623694			0.1287	0.7401	0.1312
SRX6878010	45127309	215840	70168	44429548	0	0	0	0	0	0	0	0	0	407109	4295	349	0.4782913157972703						SRX6878010_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45127309.0	0.0	20-77	49.0	15.229294454024371	36.71349687613768	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	78248618	76511153	78248618	5989027609	21452833	1999044767	66.62154697707624			0.0868	0.8263	0.0868
SRX6878011	10935378	3873778	400078	2294870	0	0	0	0	0	0	0	0	0	4154789	205747	6116	35.42427157067639						SRX6878011_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10935378.0	0.0	20-75	43.0	36.32657467566594	42.15134547703792	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	16781716	16038041	16781716	1258628700	6974228	543209605	56.841155378071385			0.3966	0.3756	0.2277
SRX6878012	13776109	4957765	788626	3776400	0	0	0	0	0	0	0	0	0	3963989	281131	8198	35.988137143804536						SRX6878012_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13776109.0	0.0	20-75	42.0	36.396688495705554	40.52741191289935	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	19127033	18256533	19127033	1434527475	7404068	632362165	55.918434744514045			0.4173	0.3411	0.2416
SRX6878013	8067683	91967	1612029	6111753	0	0	0	0	0	0	0	0	0	242390	9388	156	1.139943153443188						SRX6878013_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8067683.0	0.0	20-78	54.0	25.46365863477228	35.541965146622644	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	18935822	18327324	18935822	1467298989	2033783	427051621	70.89539185936152			0.0645	0.8504	0.0851
SRX6878014	16151970	194260	3168857	12247590	0	0	0	0	0	0	0	0	0	523616	17294	353	1.202701589960853						SRX6878014_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16151970.0	0.0	20-78	54.0	21.52069698429004	34.53563744855891	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	36398408	35305547	36398408	2819835720	2863544	818461758	70.97484253444381			0.0703	0.8522	0.0775
SRX6878015	19204879	203654	3524794	14903682	0	0	0	0	0	0	0	0	0	552323	20024	402	1.0604284463338716						SRX6878015_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19204879.0	0.0	20-78	54.0	20.66525586992953	35.325136596799176	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	41662928	40418608	41662928	3227606229	3430645	971582753	69.89772964649957			0.063	0.8452	0.0918
SRX6878016	18148272	197850	3332252	14116578	0	0	0	0	0	0	0	0	0	482004	19172	416	1.0901864375848014						SRX6878016_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18148272.0	0.0	20-78	54.0	19.864495928697668	35.341530477392006	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	37285722	36121425	37285722	2887845794	2664848	895791475	68.9806333544138			0.069	0.8596	0.0714
SRX6878017	9583944	1950277	857775	3064717	0	0	0	0	0	0	0	0	0	3567350	140239	3586	20.34941982131782						SRX6878017_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9583944.0	0.0	20-75	44.0	26.830807173076675	40.39569638553815	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	13164722	12515284	13164722	987354150	3467166	441786859	55.25548163240111			0.3363	0.3472	0.3165
SRX6878018	13977311	3595733	426781	3769510	0	0	0	0	0	0	0	0	0	5865463	313626	6198	25.72549898904017						SRX6878018_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13977311.0	0.0	20-75	42.0	28.45507212497206	46.00224549629038	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	17831282	16390391	17831282	1337346150	6278191	702696224	47.45592051840879			0.4055	0.3163	0.2782
SRX6878019	12024615	1863927	4620166	339303	0	0	0	0	0	0	0	0	0	5080827	117927	2465	15.500928719963175						SRX6878019_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12024615.0	0.0	20-75	46.0	14.922374034193892	39.03732984382452	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	15233620	14935342	15233620	1142521500	3027091	520739796	54.42188212650703			0.4382	0.3841	0.1777
SRX6878020	17625520	1365757	1171568	9728420	0	0	0	0	0	0	0	0	0	5278117	79837	1821	7.748747271002501						SRX6878020_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17625520.0	0.0	20-77	50.0	24.79993146521481	35.5342051752232	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	26346328	25758298	26346328	2014762678	6328280	728459438	63.84390846850897			0.214	0.3842	0.4018
SRX6878021	31183500	3190043	1887462	16752663	0	0	0	0	0	0	0	0	0	9157064	191999	4269	10.229906841759265						SRX6878021_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31183500.0	0.0	20-77	49.0	26.177032994178155	37.767141661455575	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	39914584	38547930	39914584	3054403683	8988982	1300854803	57.41051484974915			0.223	0.4072	0.3698
SRX6878022	33871967	2865451	3519845	18374762	0	0	0	0	0	0	0	0	0	8926873	181061	3975	8.45965337649272						SRX6878022_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33871967.0	0.0	20-77	50.0	23.446516453738496	37.82772845757673	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	40359738	38914431	40359738	3083907705	8768356	1387761826	54.999891087856014			0.2036	0.3894	0.407
SRX6878023	13591979	1646128	6368485	327687	0	0	0	0	0	0	0	0	0	5160706	87026	1947	12.111025186251393						SRX6878023_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13591979.0	0.0	20-75	46.0	12.341345534870172	40.51071871138117	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	16461425	16069177	16461425	1234606875	3884298	597839327	51.57654318100246			0.3876	0.4342	0.1782
SRX6878024	4266992	1283778	226872	261583	0	0	0	0	0	0	0	0	0	2362902	128128	3729	30.08625279822413						SRX6878024_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4266992.0	0.0	20-75	44.0	31.50516435715756	41.16445730388058	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	17019915	16783017	17019915	1276493625	2491180	297191198	76.71816042167856			0.4103	0.4895	0.1001
SRX6878025	5115799	2087840	364587	409053	0	0	0	0	0	0	0	0	0	2075648	171801	6870	40.81161124586794						SRX6878025_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5115799.0	0.0	20-75	43.0	33.4582235508175	40.37452722438861	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	36757047	36513930	36757047	2756778525	27535275	482076429	82.51305193259948			0.4574	0.4233	0.1193
SRX6878026	5983490	901971	693816	232901	0	0	0	0	0	0	0	0	0	4066623	86273	1906	15.0743295300903						SRX6878026_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5983490.0	0.0	20-75	48.0	17.26735357237337	37.32488998895293	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	12608950	12497560	12608950	945671250	1502223	309417929	67.2806031694418			0.3929	0.5096	0.0975
SRX6878027	3894692	992167	700945	205700	0	0	0	0	0	0	0	0	0	1881368	112531	1981	25.47485141315411						SRX6878027_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3894692.0	0.0	20-75	47.0	12.883382159221767	32.81818485261479	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	15152918	15098748	15152918	1136468850	3039191	256121739	77.46337358916612			0.5125	0.445	0.0425
SRX6878028	2885338	130184	251270	2018503	0	0	0	0	0	0	0	0	0	470275	14956	150	4.511915068529233						SRX6878028_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2885338.0	0.0	20-77	48.0	23.746940017760927	29.1798513726988	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	7509665	7477234	7509665	574436138	578184	136476626	76.24163645498221			0.2705	0.5106	0.2189
SRX7125364	28092254	15547171	794821	8019079	0	0	0	0	0	0	0	0	0	2962972	751541	16670	55.34326651040532						SRX7125364_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28092254.0	0.0	20-75	41.0	15.76403941474404	73.78897869854089	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	28136154	8946466	28136154	2110211550	2553875	2093028941	0.814260020517848			0.8406	0.0437	0.1157
SRX7125365	30859753	16133334	932748	9774829	0	0	0	0	0	0	0	0	0	3226700	774800	17342	52.27953055878315						SRX7125365_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30859753.0	0.0	20-75	42.0	15.051837423817323	73.78314849117554	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	30896629	9699622	30896629	2317247175	2871490	2299188593	0.7793118573982079			0.8345	0.0459	0.1196
SRX7125366	25289569	3845799	649299	19614253	0	0	0	0	0	0	0	0	0	966213	208064	5941	15.207056316380877						SRX7125366_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25289569.0	0.0	20-75	47.0	31.20814157698925	73.5964461078795	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	25301878	8276521	25301878	1897640850	5614532	1879400864	0.9611927357065484			0.6279	0.1361	0.236
SRX7125367	20096153	1322198	659750	17695386	0	0	0	0	0	0	0	0	0	348386	68343	2090	6.579358745925153						SRX7125367_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20096153.0	0.0	20-75	51.0	28.191340871982813	73.64486277547748	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	20112332	6593469	20112332	1508424900	3191588	1494598946	0.9165821911319548			0.6405	0.1626	0.1969
SRX7125368	32207012	18598668	1028372	8008694	0	0	0	0	0	0	0	0	0	3644940	906982	19356	57.74726323572023						SRX7125368_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32207012.0	0.0	20-75	40.0	14.796643265583157	73.79909629617302	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	32284084	10340552	32284084	2421306300	2694002	2399886410	0.8846418976401291			0.8396	0.0444	0.116
SRX7125369	18551721	253242	763717	17409305	0	0	0	0	0	0	0	0	0	104836	20008	613	1.365059338699628						SRX7125369_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18551721.0	0.0	20-75	54.0	18.416973676179897	73.63674917275868	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	18560793	5841299	18560793	1392059475	2982894	1379774080	0.8825337724884204			0.4246	0.202	0.3734
SRX7125370	21736425	131169	42342	20908171	0	0	0	0	0	0	0	0	0	647959	6601	183	0.6034524996635832						SRX7125370_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21736425.0	0.0	20-75	52.0	29.306793231772104	73.42120334875675	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	21763846	6660958	21763846	1632288450	7393136	1611918004	1.24796851928959			0.3724	0.199	0.4286
SRX7125371	21409997	362167	692344	20254424	0	0	0	0	0	0	0	0	0	79981	20463	618	1.6915789385678102						SRX7125371_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21409997.0	0.0	20-75	51.0	32.75114338642658	73.53599479719684	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	21424387	6819977	21424387	1606829025	5331975	1590038038	1.0449765805045748			0.4425	0.1991	0.3585
SRX7125372	30932563	5117644	507420	23560135	0	0	0	0	0	0	0	0	0	1480630	259453	7281	16.5445197670817						SRX7125372_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30932563.0	0.0	20-75	49.0	31.00844541346329	73.6666021499738	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	30965856	9749437	30965856	2322439200	5203222	2301217360	0.913773759933091			0.702	0.1237	0.1743
SRX7125373	26532048	1543878	28134	24551555	0	0	0	0	0	0	0	0	0	335957	70625	1899	5.818917559624497						SRX7125373_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26532048.0	0.0	20-75	49.0	43.30229760701226	73.55217803013171	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	26571489	8819286	26571489	1992861675	6740989	1970531799	1.1204930216744724			0.5546	0.1267	0.3188
SRX7125374	28674730	1311806	107185	26949662	0	0	0	0	0	0	0	0	0	238332	65743	2002	4.574780651814333						SRX7125374_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28674730.0	0.0	20-75	48.0	39.96665619622321	73.49492957736655	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	28758944	9352302	28758944	2156920800	9066129	2128200084	1.3315609919474094			0.548	0.1635	0.2885
SRX7125375	20851647	641166	632180	19406341	0	0	0	0	0	0	0	0	0	133300	37571	1089	3.0748937961591234						SRX7125375_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20851647.0	0.0	20-75	50.0	34.1899233280418	73.48663307027977	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	20863717	6712133	20863717	1564778775	5955145	1547425389	1.108999321645323			0.512	0.1888	0.2993
SRX8049163	11820140	4266994	587140	780065	0	0	0	0	0	0	0	0	0	5789754	390655	5532	36.09935246113836						SRX8049163_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11820140.0	0.0	20-75	39.0	18.318424688030124	73.33906840358912	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11851272	4687250	11851272	888845400	1209662	875253991	1.5291083241247578					
SRX8049164	10978660	4083570	372141	632180	0	0	0	0	0	0	0	0	0	5533451	351634	5684	37.19552295088836						SRX8049164_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10978660.0	0.0	20-75	39.0	18.375216610391096	73.25691805739498	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11011030	4864160	11011030	825827250	1127085	812053288	1.667898703996508					
SRX8049165	11639396	4203660	232087	690202	0	0	0	0	0	0	0	0	0	6136829	372105	4513	36.11579157543914						SRX8049165_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11639396.0	0.0	20-75	38.0	18.480869445605265	73.27872219486304	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11662129	5016831	11662129	874659675	1167316	860934581	1.5691924976420115			0.2	0.6	0.2
SRX8049166	11123014	4093693	734582	617813	0	0	0	0	0	0	0	0	0	5152307	520218	4401	36.8038105499103						SRX8049166_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11123014.0	0.0	20-75	39.0	18.31200324845767	73.16929763821209	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11150639	4227780	11150639	836297925	1167941	822099668	1.6977510735782346					
SRX8049167	11433797	3805691	227774	751651	0	0	0	0	0	0	0	0	0	5993427	650943	4311	33.28457729308995						SRX8049167_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11433797.0	0.0	20-75	39.0	18.66424009313845	72.66384788885092	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	11463440	5433569	11463440	859758000	1050755	839136336	2.398542845777533					
SRX8049168	9989235	4116546	103233	523874	0	0	0	0	0	0	0	0	0	4743396	498376	3810	41.20982237378538						SRX8049168_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9989235.0	0.0	20-75	37.0	20.198714691653848	73.1625777149101	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	10007290	4433645	10007290	750546750	865779	737898039	1.6852662409103762			0.4	0.6	0.0
SRX8164260	11998424	10036762	14895	150759	0	0	0	0	139586	0	0	0	0	669999	491312	495111	83.65066945458837						SRX8164260_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11998424.0	0.0	20-40	36.0	13.412536634631708	39.57385578305951	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	12013054	5027931	12013054	480522160	1184269	472735594	1.6204384830035727	0.1447	0.4392	0.4162		
SRX8164261	8315963	6950896	497	122842	0	0	0	0	101037	0	0	0	0	459600	355944	325147	83.58497987545158						SRX8164261_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8315963.0	0.0	20-40	35.0	16.868840282320964	39.38415166108844	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8327033	3516099	8327033	333081320	866749	327597948	1.6462562355643362	0.1246	0.4648	0.4107		
SRX8164262	8386598	6973435	23440	123737	0	0	0	0	41002	0	0	0	0	602795	332633	289556	83.14974677455626						SRX8164262_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8386598.0	0.0	20-40	35.0	17.3066628296189	39.378127102312526	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	8399150	3512656	8399150	335966000	1005599	330341029	1.6742679318740583	0.0788	0.6339	0.2872		
